City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
300,Shestakovo,RU,56.49,103.96,17.4,93,100,10.65,overcast clouds,0.0,0.0
301,Dunedin,NZ,-45.87,170.5,48.99,80,0,11.21,clear sky,0.0,0.0
302,Ilulissat,GL,69.22,-51.1,15.8,72,75,4.7,broken clouds,0.0,0.0
303,Sur,OM,22.57,59.53,74.79,53,0,5.97,clear sky,0.0,0.0
304,Omsukchan,RU,62.53,155.8,12.72,94,100,6.91,overcast clouds,0.0,0.0
305,Ponerihouen,NC,-21.08,165.4,74.84,81,94,9.8,overcast clouds,0.0,0.0
306,Severo-Kurilsk,RU,50.68,156.12,41.31,84,100,26.35,light rain,0.99,0.0
307,Gigmoto,PH,13.78,124.39,82.02,83,100,32.01,heavy intensity rain,6.484,0.0
308,Chernyshevskiy,RU,63.01,112.47,-4.2,91,0,2.71,clear sky,0.0,0.0
309,Barahona,DO,18.21,-71.1,80.6,88,75,2.91,broken clouds,0.0,0.0
310,Thetford Mines,CA,46.09,-71.3,28.0,79,0,2.24,clear sky,0.0,0.0
311,Basoko,CD,1.24,23.62,81.75,64,57,1.68,broken clouds,0.0,0.0
312,Kharhial,IN,20.28,82.77,72.46,62,0,1.41,clear sky,0.0,0.0
313,Tashla,RU,51.77,52.74,46.51,57,100,5.37,light rain,0.562,0.0
314,Batagay-Alyta,RU,67.8,130.41,1.15,92,99,0.89,overcast clouds,0.0,0.0
315,Kailua,US,21.4,-157.74,73.4,88,1,3.36,clear sky,0.0,0.0
316,Hasilpur,PK,29.71,72.56,69.01,22,0,3.74,clear sky,0.0,0.0
317,Rocha,UY,-34.48,-54.33,65.44,55,2,4.05,clear sky,0.0,0.0
318,Nong Kung Si,TH,16.65,103.3,81.0,94,75,5.82,broken clouds,0.0,0.0
319,Jagdalpur,IN,19.07,82.03,67.55,71,0,4.72,clear sky,0.0,0.0
320,Yarada,IN,17.65,83.27,82.4,65,40,2.24,haze,0.0,0.0
321,Santa Fe,AR,-31.63,-60.7,75.99,29,0,1.99,clear sky,0.0,0.0
322,Ambilobe,MG,-13.2,49.05,78.39,54,90,6.35,overcast clouds,0.0,0.0
323,Kavaratti,IN,10.57,72.64,83.16,71,69,4.9,broken clouds,0.0,0.0
324,Nogliki,RU,51.83,143.17,35.19,86,100,7.81,overcast clouds,0.0,0.0
325,Buraydah,SA,26.33,43.98,86.0,19,0,4.7,clear sky,0.0,0.0
326,Santa Cruz,BO,-17.8,-63.17,82.4,32,2,28.86,clear sky,0.0,0.0
327,Bandarbeyla,SO,9.49,50.81,78.08,78,69,12.73,broken clouds,0.0,0.0
328,Gat,IL,31.61,34.76,79.0,100,30,1.99,scattered clouds,0.0,0.0
329,Solenzo,BF,12.18,-4.08,98.6,15,0,8.1,clear sky,0.0,0.0
330,Mormugao,IN,15.4,73.8,82.4,78,20,4.7,mist,0.0,0.0
331,Rolla,US,37.95,-91.77,46.0,75,1,16.11,clear sky,0.0,0.0
332,Conceicao Do Araguaia,BR,-8.26,-49.26,95.72,44,100,3.2,overcast clouds,0.0,0.0
333,Omboue,GA,-1.57,9.26,81.34,75,93,9.31,overcast clouds,0.0,0.0
334,Canutama,BR,-6.53,-64.38,84.15,74,100,4.5,light rain,0.96,0.0
335,Sladkovo,RU,55.53,70.34,35.82,84,73,12.03,broken clouds,0.0,0.0
336,Mizdah,LY,31.45,12.98,67.05,56,56,13.09,broken clouds,0.0,0.0
337,Cabedelo,BR,-6.98,-34.83,86.0,70,75,12.75,broken clouds,0.0,0.0
338,Port Said,EG,31.26,32.28,78.8,65,40,10.29,scattered clouds,0.0,0.0
339,Carauari,BR,-4.88,-66.9,72.77,97,100,6.44,moderate rain,2.05,0.0
340,Clyde River,CA,70.47,-68.59,17.6,92,90,10.29,light snow,0.0,0.0
341,Touros,BR,-5.2,-35.46,84.2,70,75,17.22,broken clouds,0.0,0.0
342,Katsuura,JP,35.13,140.3,59.0,62,20,6.93,few clouds,0.0,0.0
343,Aflao,TG,6.12,1.19,87.8,66,20,12.75,few clouds,0.0,0.0
344,Waddan,LY,29.16,16.14,73.92,37,0,10.78,clear sky,0.0,0.0
345,Pulaski,US,34.77,-92.3,48.2,87,20,4.41,few clouds,0.0,0.0
346,Placerville,US,38.73,-120.8,62.6,11,1,9.17,clear sky,0.0,0.0
347,Vedelago,IT,45.69,12.02,64.99,72,12,3.36,few clouds,0.0,0.0
348,Lensk,RU,60.73,114.93,0.28,90,69,3.44,broken clouds,0.0,0.0
349,Mezen,RU,65.85,44.24,33.73,90,92,8.61,overcast clouds,0.0,0.0
350,Port Hedland,AU,-20.32,118.57,78.8,74,0,14.99,clear sky,0.0,0.0
351,Boa Vista,BR,2.82,-60.67,87.8,58,40,3.36,light rain,0.75,0.0
352,Kutum,SD,14.2,24.67,85.5,17,0,9.84,clear sky,0.0,0.0
353,Mananara,MG,-16.17,49.77,69.69,78,99,7.09,light rain,0.15,0.0
354,Ugra,RU,54.78,34.33,45.59,87,88,7.63,overcast clouds,0.0,0.0
355,Inirida,CO,3.87,-67.92,80.17,92,96,3.06,moderate rain,2.734,0.0
356,Saint-Louis,SN,16.33,-15.0,102.07,8,43,14.07,scattered clouds,0.0,0.0
357,Wanaka,NZ,-44.7,169.15,43.57,72,18,6.49,few clouds,0.0,0.0
358,Mporokoso,ZM,-9.37,30.12,77.29,38,92,3.89,overcast clouds,0.0,0.0
359,Paita,PE,-5.09,-81.11,66.2,82,90,14.99,overcast clouds,0.0,0.0
360,Coihaique,CL,-45.58,-72.07,60.8,51,0,2.84,clear sky,0.0,0.0
361,Yulara,AU,-25.24,130.99,75.2,17,61,11.41,broken clouds,0.0,0.0
362,Mogadishu,SO,2.04,45.34,82.4,69,75,10.29,broken clouds,0.0,0.0
363,Kushmurun,KZ,52.45,64.63,40.3,70,80,10.4,broken clouds,0.0,0.0
364,Honningsvag,NO,70.98,25.97,33.91,84,91,7.38,overcast clouds,0.0,0.0
365,Soria,ES,41.67,-2.67,64.99,54,19,1.99,few clouds,0.0,0.0
366,Batticaloa,LK,7.71,81.69,82.02,77,83,2.1,broken clouds,0.0,0.0
367,Pabna,BD,24.0,89.25,79.61,78,100,5.01,light rain,0.10079999999999999,0.0
368,Moyale,KE,3.52,39.06,72.37,69,57,6.46,broken clouds,0.0,0.0
369,Preili,LV,56.29,26.72,48.49,87,100,5.57,overcast clouds,0.0,0.0
370,Mujiayingzi,CN,42.12,118.78,38.48,56,0,9.46,clear sky,0.0,0.0
371,Torres,BR,-29.34,-49.73,68.58,62,60,9.57,broken clouds,0.0,0.0
372,Manali,IN,13.17,80.27,82.4,69,20,2.24,haze,0.0,0.0
373,Bumba,CD,2.18,22.47,84.65,64,26,2.59,scattered clouds,0.0,0.0
374,Lamu,KE,-2.27,40.9,82.4,74,40,11.41,scattered clouds,0.0,0.0
375,Ulladulla,AU,-35.35,150.47,60.01,87,75,8.05,light rain,0.19,0.0
376,San Cristobal,VE,7.77,-72.22,75.2,94,40,2.24,scattered clouds,0.0,0.0
377,Machiques,VE,10.06,-72.55,83.53,72,93,8.43,overcast clouds,0.0,0.0
378,Cicero Dantas,BR,-10.6,-38.38,88.5,45,87,9.6,overcast clouds,0.0,0.0
379,Atar,MR,20.52,-13.05,98.56,9,0,13.51,clear sky,0.0,0.0
380,Challans,FR,46.84,-1.87,64.0,85,90,11.01,overcast clouds,0.0,0.0
381,Mpika,ZM,-11.83,31.45,78.17,35,46,8.25,scattered clouds,0.0,0.0
382,Miracema Do Tocantins,BR,-9.56,-48.4,93.51,45,41,3.89,scattered clouds,0.0,0.0
383,Shache,CN,38.42,77.24,42.57,54,0,6.4,clear sky,0.0,0.0
384,Dwarka,IN,22.24,68.97,82.78,54,0,13.49,clear sky,0.0,0.0
385,Belmonte,BR,-15.86,-38.88,84.2,62,75,13.87,broken clouds,0.0,0.0
386,Kazerun,IR,29.62,51.65,62.4,29,0,3.11,clear sky,0.0,0.0
387,Boffa,GN,10.17,-14.03,91.65,45,1,2.24,clear sky,0.0,0.0
388,Balkhash,KZ,46.84,74.98,41.38,65,0,5.37,clear sky,0.0,0.0
389,Caravelas,BR,-17.71,-39.25,81.72,65,99,8.9,light rain,0.133,0.0
390,Aktau,KZ,43.65,51.2,57.2,26,0,6.71,clear sky,0.0,0.0
391,Isangel,VU,-19.55,169.27,75.0,81,87,14.47,overcast clouds,0.0,0.0
392,Banda Aceh,ID,5.56,95.32,80.94,77,100,8.5,overcast clouds,0.0,0.0
393,Bonnyville,CA,54.27,-110.73,26.6,85,90,8.05,overcast clouds,0.0,0.0
394,Ponta Delgada,PT,37.73,-25.67,69.8,94,75,14.99,broken clouds,0.0,0.0
395,Mount Gambier,AU,-37.83,140.77,42.8,93,25,4.18,scattered clouds,0.0,0.0
396,Korla,CN,41.76,86.15,39.0,66,2,5.01,clear sky,0.0,0.0
397,Mar Del Plata,AR,-38.0,-57.56,68.0,45,0,6.93,clear sky,0.0,0.0
398,San Rafael,AR,-34.62,-68.33,76.24,21,0,16.96,clear sky,0.0,0.0
399,San Ramon De La Nueva Oran,AR,-23.13,-64.33,82.76,26,18,3.76,few clouds,0.0,0.0
400,Maarianhamina,AX,60.1,19.93,50.0,93,75,11.41,light rain,0.56,0.0
401,Rio Gallegos,AR,-51.62,-69.22,59.0,47,0,10.29,clear sky,0.0,0.0
402,Ranong,TH,9.97,98.63,78.8,94,20,3.36,few clouds,0.0,0.0
403,Gizo,SB,-8.1,156.84,82.17,74,88,7.25,overcast clouds,0.0,0.0
404,Keti Bandar,PK,24.14,67.45,81.79,55,0,7.67,clear sky,0.0,0.0
405,Tandalti,SD,13.02,31.87,97.18,14,63,8.32,broken clouds,0.0,0.0
406,Ndola,ZM,-12.96,28.64,85.8,23,16,7.49,few clouds,0.0,0.0
407,Calamar,CO,10.25,-74.91,82.4,88,40,2.24,scattered clouds,0.0,0.0
408,Palana,RU,59.12,159.97,29.28,91,100,5.97,overcast clouds,0.0,0.0
409,Pudozh,RU,61.81,36.53,31.86,96,0,2.35,clear sky,0.0,0.0
410,Bose,IT,45.46,8.01,64.99,67,87,1.01,overcast clouds,0.0,0.0
411,San Carlos De Bariloche,AR,-41.15,-71.31,68.0,20,0,4.85,clear sky,0.0,0.0
412,Murwillumbah,AU,-28.32,153.4,66.2,88,9,5.82,clear sky,0.0,0.0
413,Bama,NG,11.52,13.69,97.7,14,1,9.04,clear sky,0.0,0.0
414,Valparaiso,CL,-33.04,-71.63,51.8,100,90,3.36,fog,0.0,0.0
415,Nanae,JP,41.88,140.68,45.77,75,99,1.3,overcast clouds,0.0,0.0
416,Oshawa,CA,43.9,-78.85,37.0,71,1,2.24,clear sky,0.0,0.0
417,Flinders,AU,-34.58,150.86,60.01,88,32,1.01,scattered clouds,0.0,0.0
418,Yantongshan,CN,43.29,126.01,45.63,83,2,13.69,clear sky,0.0,0.0
419,Sao Miguel Do Araguaia,BR,-13.28,-50.16,79.09,82,99,7.23,light rain,0.10920000000000002,0.0
420,Egvekinot,RU,66.32,-179.17,12.51,81,58,4.38,broken clouds,0.0,0.0
421,Mul,IN,20.07,79.67,70.7,57,0,4.9,clear sky,0.0,0.0
422,Mackay,AU,-21.15,149.2,73.4,83,42,5.82,scattered clouds,0.0,0.0
423,Mhlume,SZ,-26.03,31.85,71.6,60,75,11.41,broken clouds,0.0,0.0
424,Aguilas,ES,37.41,-1.58,80.6,28,0,2.24,clear sky,0.0,0.0
425,Maxixe,MZ,-23.86,35.35,86.0,48,20,12.75,few clouds,0.0,0.0
426,Dzhebariki-Khaya,RU,62.22,135.8,-6.75,88,0,1.57,clear sky,0.0,0.0
427,Wamba,NG,8.93,8.6,92.25,29,27,3.67,scattered clouds,0.0,0.0
428,Noumea,NC,-22.28,166.46,77.0,65,90,6.93,overcast clouds,0.0,0.0
429,Sribne,UA,50.66,32.92,46.24,89,100,14.29,light rain,0.1212,0.0
430,Porto Nacional,BR,-10.71,-48.42,82.4,74,75,4.7,broken clouds,0.0,0.0
431,Sioux Lookout,CA,50.1,-91.92,37.4,69,90,18.34,overcast clouds,0.0,0.0
432,Katangli,RU,51.71,143.23,34.27,89,100,7.47,overcast clouds,0.0,0.0
433,San Vicente,AR,-26.62,-54.13,70.63,80,9,3.18,clear sky,0.0,0.0
434,Vila Franca Do Campo,PT,37.72,-25.43,69.8,94,75,14.99,broken clouds,0.0,0.0
435,Warrington,GB,53.39,-2.58,57.2,62,40,21.92,scattered clouds,0.0,0.0
436,Aksarka,RU,66.56,67.8,27.37,96,33,13.85,scattered clouds,0.0,0.0
437,Manggar,ID,-2.88,108.27,80.58,81,96,4.38,overcast clouds,0.0,0.0
438,Karasjok,NO,69.47,25.51,32.0,96,75,14.99,broken clouds,0.0,0.0
439,Jhelum,PK,32.93,73.73,69.1,22,0,5.41,clear sky,0.0,0.0
440,Chipinge,ZW,-20.19,32.62,78.19,34,7,10.29,clear sky,0.0,0.0
441,Shar,KZ,49.59,81.05,34.77,84,0,4.5,clear sky,0.0,0.0
442,Mitsamiouli,KM,-11.38,43.28,78.48,77,100,7.63,light rain,0.33,0.0
443,Rantepao,ID,-2.97,119.9,66.22,89,62,2.26,broken clouds,0.0,0.0
444,Solnechnyy,RU,50.72,136.63,34.02,91,100,4.45,overcast clouds,0.0,0.0
445,Varna,BG,43.22,27.92,53.01,93,90,3.36,overcast clouds,0.0,0.0
446,Narsaq,GL,60.92,-46.05,24.8,73,75,2.24,broken clouds,0.0,0.0
447,Pangnirtung,CA,66.15,-65.71,19.4,52,75,8.05,broken clouds,0.0,0.0
448,Chabahar,IR,25.29,60.64,77.0,41,0,6.93,clear sky,0.0,0.0
449,Belaya Gora,RU,68.53,146.42,-7.35,92,100,5.21,overcast clouds,0.0,0.0
450,Manta,EC,-0.95,-80.73,75.2,78,75,3.36,broken clouds,0.0,0.0
451,Denpasar,ID,-8.65,115.22,77.04,76,73,2.35,broken clouds,0.0,0.0
452,Lai,TD,9.4,16.3,93.51,35,60,4.03,broken clouds,0.0,0.0
453,Port Moresby,PG,-9.44,147.18,78.8,88,40,3.36,scattered clouds,0.0,0.0
454,Volodarskiy,RU,46.4,48.54,59.0,50,0,8.95,clear sky,0.0,0.0
455,Lisakovsk,KZ,52.54,62.49,38.71,73,81,9.46,broken clouds,0.0,0.0
456,Dodge City,US,37.75,-100.02,44.6,75,1,12.75,clear sky,0.0,0.0
457,Vysokogornyy,RU,50.12,139.15,30.65,94,100,3.02,overcast clouds,0.0,0.0
458,Itapolis,BR,-21.6,-48.81,78.73,52,63,14.18,broken clouds,0.0,0.0
459,Olden,NO,61.84,6.81,46.4,70,0,9.17,clear sky,0.0,0.0
460,Labuhan,ID,-6.88,112.21,76.28,91,100,9.95,light rain,0.999,0.0
461,Zunyi,CN,27.69,106.91,57.38,93,100,2.64,overcast clouds,0.0,0.0
462,Limulunga,ZM,-15.1,23.14,99.1,9,30,10.4,scattered clouds,0.0,0.0
463,Jalingo,NG,8.88,11.37,95.99,24,0,5.82,clear sky,0.0,0.0
464,Necochea,AR,-38.55,-58.74,67.71,44,3,7.45,clear sky,0.0,0.0
465,Camacha,PT,33.08,-16.33,73.4,73,20,11.41,few clouds,0.0,0.0
466,Leo,BF,11.1,-2.1,97.11,17,0,7.52,clear sky,0.0,0.0
467,Great Yarmouth,GB,52.61,1.73,57.99,99,84,8.01,heavy intensity rain,4.86,0.0
468,Padang,ID,-0.95,100.35,79.84,72,100,3.02,moderate rain,1.6808,0.0
469,Khunti,IN,23.08,85.28,75.2,69,4,3.36,haze,0.0,0.0
470,Yakymivka,UA,46.69,35.15,50.31,88,100,11.43,light rain,0.16,0.0
471,Inta,RU,66.03,60.17,31.98,99,100,17.78,overcast clouds,0.0,0.0
472,Puerto Ayacucho,VE,5.66,-67.62,79.63,87,99,3.56,light rain,0.51,0.0
473,Okhotsk,RU,59.38,143.3,17.17,87,0,10.25,clear sky,0.0,0.0
474,Hazorasp,UZ,41.32,61.07,53.6,32,0,4.7,clear sky,0.0,0.0
475,Luzilandia,BR,-3.46,-42.37,102.99,24,10,5.03,clear sky,0.0,0.0
476,Kaspiyskiy,RU,45.39,47.37,55.18,80,100,12.53,overcast clouds,0.0,0.0
477,Damietta,EG,31.42,31.81,78.8,65,40,10.29,scattered clouds,0.0,0.0
478,Grand-Santi,GF,4.25,-54.38,96.1,35,20,5.91,few clouds,0.0,0.0
479,San Quintin,MX,30.48,-115.95,50.0,18,62,1.01,broken clouds,0.0,0.0
480,Tara,RU,56.89,74.37,33.08,93,92,8.41,overcast clouds,0.0,0.0
481,Goderich,CA,43.75,-81.72,37.4,55,49,10.29,scattered clouds,0.0,0.0
482,Jumla,NP,29.27,82.18,48.85,53,62,5.77,broken clouds,0.0,0.0
483,Trondheim,NO,63.43,10.4,45.0,79,88,1.99,overcast clouds,0.0,0.0
484,Cap Malheureux,MU,-19.98,57.61,69.01,65,0,3.0,clear sky,0.0,0.0
485,Salalah,OM,17.02,54.09,86.0,30,0,4.7,clear sky,0.0,0.0
486,Carutapera,BR,-1.2,-46.02,89.35,54,10,10.76,clear sky,0.0,0.0
487,Quesnel,CA,53.0,-122.5,30.2,92,90,5.82,overcast clouds,0.0,0.0
488,Limon,CR,10.0,-83.03,82.4,78,0,3.36,clear sky,0.0,0.0
489,Lixourion,GR,38.2,20.43,73.4,56,20,10.29,few clouds,0.0,0.0
490,Le Mars,US,42.79,-96.17,44.6,81,1,14.99,clear sky,0.0,0.0
491,Portland,US,45.52,-122.68,42.01,93,90,4.7,mist,0.0,0.0
492,Lompoc,US,34.64,-120.46,46.4,93,20,5.82,few clouds,0.0,0.0
493,Emerald,AU,-23.53,148.17,71.6,30,0,10.29,light rain,0.12,0.0
494,Myitkyina,MM,25.38,97.4,71.62,94,58,3.62,light rain,0.65,0.0
495,Olafsvik,IS,64.89,-23.71,43.48,81,91,12.68,overcast clouds,0.0,0.0
496,Ayorou,NE,14.73,0.92,98.85,9,0,9.08,clear sky,0.0,0.0
497,Corpus Christi,US,27.8,-97.4,63.0,82,1,8.05,clear sky,0.0,0.0
498,Progreso,MX,21.28,-89.67,79.0,88,90,8.93,overcast clouds,0.0,0.0
499,Olinda,BR,-8.01,-34.86,86.0,66,75,10.29,broken clouds,0.0,0.0
500,Viedma,AR,-40.81,-63.0,78.01,30,0,7.0,clear sky,0.0,0.0
501,Pisco,PE,-13.7,-76.22,64.99,82,90,6.93,overcast clouds,0.0,0.0
502,Uchaly,RU,54.3,59.45,38.66,75,100,8.61,light rain,0.2586,0.0
503,Ibra,OM,22.69,58.53,67.44,25,5,3.33,clear sky,0.0,0.0
504,Chone,EC,-0.68,-80.1,81.81,62,100,2.93,overcast clouds,0.0,0.0
505,Naze,JP,28.37,129.48,71.6,53,13,10.29,few clouds,0.0,0.0
506,Snezhnogorsk,RU,69.19,33.25,23.0,85,0,4.47,clear sky,0.0,0.0
507,Mehamn,NO,71.04,27.85,29.61,94,85,12.82,overcast clouds,0.0,0.0
508,Londoko,RU,49.03,131.98,34.43,96,100,4.23,moderate rain,3.158,0.0
509,Karratha,AU,-20.74,116.85,72.52,82,0,15.84,clear sky,0.0,0.0
510,Hambantota,LK,6.12,81.12,82.4,94,90,3.36,haze,0.0,0.0
511,Plettenberg Bay,ZA,-34.05,23.37,63.18,65,1,11.63,clear sky,0.0,0.0
512,Phalaborwa,ZA,-23.94,31.14,78.8,65,89,11.41,overcast clouds,0.0,0.0
513,Sovetskiy,RU,61.36,63.58,33.53,97,65,6.62,broken clouds,0.0,0.0
514,Kazanskoye,RU,55.64,69.23,36.34,83,90,11.63,overcast clouds,0.0,0.0
515,Dalbandin,PK,28.89,64.41,57.7,27,0,3.51,clear sky,0.0,0.0
516,Ikwiriri,TZ,-7.96,38.97,81.86,61,79,8.21,broken clouds,0.0,0.0
517,Igrim,RU,63.19,64.42,32.94,98,100,6.73,overcast clouds,0.0,0.0
518,Balikpapan,ID,-1.27,116.83,78.24,83,100,4.47,overcast clouds,0.0,0.0
519,Charters Towers,AU,-20.1,146.27,72.59,83,0,4.99,clear sky,0.0,0.0
520,Gillette,US,44.29,-105.5,42.01,60,1,14.99,clear sky,0.0,0.0
521,Pasighat,IN,28.07,95.33,76.78,58,100,1.63,overcast clouds,0.0,0.0
522,Guhagar,IN,17.48,73.19,78.44,70,0,5.88,clear sky,0.0,0.0
523,La Libertad,EC,-2.23,-80.9,71.6,94,90,8.05,overcast clouds,0.0,0.0
524,Luwingu,ZM,-10.26,29.93,85.23,21,11,4.94,few clouds,0.0,0.0
525,Gazojak,TM,41.19,61.4,54.28,34,0,8.72,clear sky,0.0,0.0
526,Chenghai,CN,23.46,116.77,68.0,77,0,2.24,clear sky,0.0,0.0
527,Ciudad Guayana,VE,8.35,-62.65,84.99,74,0,3.0,clear sky,0.0,0.0
528,Quatre Cocos,MU,-20.21,57.76,69.8,68,40,13.87,shower rain,0.0,0.0
529,Filingue,NE,14.35,3.32,98.37,10,0,8.86,clear sky,0.0,0.0
530,Taonan,CN,45.33,122.78,42.6,59,100,17.63,moderate rain,1.332,0.0
531,Grinnell,US,41.74,-92.72,45.0,75,1,13.87,clear sky,0.0,0.0
532,Hastings,GB,50.86,0.57,59.0,93,75,26.4,moderate rain,0.31,0.0
533,Kochinda,IN,21.73,84.35,73.98,64,0,0.69,clear sky,0.0,0.0
534,Bay Saint Louis,US,30.31,-89.33,55.0,87,1,46.08,clear sky,0.0,0.0
535,Tay Ninh,VN,11.3,106.1,78.89,87,65,3.11,broken clouds,0.0,0.0
536,Hakodate,JP,41.78,140.74,47.86,74,99,4.43,overcast clouds,0.0,0.0
537,Kinsale,IE,51.71,-8.53,51.01,66,40,17.22,shower rain,0.0,0.0
538,Reni,UA,45.46,28.29,48.2,81,0,8.05,clear sky,0.0,0.0
539,Kumano,JP,34.34,132.59,55.99,71,75,9.17,broken clouds,0.0,0.0
540,Annau,TM,37.89,58.52,66.2,20,0,4.7,clear sky,0.0,0.0
541,Lahaina,US,20.88,-156.68,78.8,76,75,3.36,broken clouds,0.0,0.0
542,Porto Novo,BJ,6.5,2.6,87.8,74,40,13.87,scattered clouds,0.0,0.0
543,Cyangugu,RW,-2.48,28.91,66.54,86,93,3.24,light rain,0.94,0.0
544,Ambon,ID,-3.7,128.18,80.01,13,0,4.88,clear sky,0.0,0.0
545,Henties Bay,NA,-22.12,14.28,61.0,79,8,7.0,clear sky,0.0,0.0
546,Calama,CL,-22.47,-68.93,64.4,18,0,8.05,clear sky,0.0,0.0
547,Mugur-Aksy,RU,50.35,90.5,18.32,88,0,4.47,clear sky,0.0,0.0
548,Ishigaki,JP,24.34,124.16,77.14,72,9,17.16,clear sky,0.0,0.0
549,Sydney,AU,-33.87,151.21,59.0,93,0,10.29,clear sky,0.0,0.0
550,Mulanje,MW,-16.03,35.5,69.84,74,93,3.31,moderate rain,2.32,0.0
551,Alta Floresta,BR,-9.88,-56.09,84.2,70,40,3.36,heavy intensity rain,4.86,0.0
552,Kuminskiy,RU,58.67,66.57,35.69,88,100,9.55,overcast clouds,0.0,0.0
553,Kapuskasing,CA,49.42,-82.43,28.4,79,98,12.75,overcast clouds,0.0,0.0
554,Zeya,RU,53.75,127.27,30.58,92,100,9.84,overcast clouds,0.0,0.0
555,Mikun,RU,62.35,50.08,31.19,97,49,7.0,scattered clouds,0.0,0.0
556,Homer,US,59.64,-151.55,26.01,44,1,8.05,clear sky,0.0,0.0
557,La Rioja,ES,42.25,-2.5,73.0,45,0,5.17,clear sky,0.0,0.0
558,Roanoke Rapids,US,36.46,-77.65,48.2,100,90,7.05,overcast clouds,0.0,0.0
